EC-Number	Pfam-Domain	Confidence-Score	Type	In-InterPro
1.1.1.90	PF00107	0.0380407278	BRONZE	No
1.1.1.91	PF01408	9.68561111111E-005	BRONZE	No
1.1.1.91	PF00393	0.000165595	SILVER	No
1.1.1.91	PF03446	7.40561111111E-005	SILVER	No
5.4.2.7	PF00408	0.0100726078	BRONZE	No
5.4.2.7	PF00300	0.0001345657	SILVER	No
5.4.2.7	PF02880	0.0085515478	BRONZE	No
5.4.2.7	PF02879	0.0101184661	BRONZE	No
5.4.2.7	PF02878	0.01004146	BRONZE	No
1.8.1.14	PF00581	0.0192850778	SILVER	No
1.8.1.14	PF00175	6.25055555556E-005	SILVER	No
1.8.1.14	PF00667	0.0001406311	SILVER	No
1.2.1.9	PF00044	0.0001924283	BRONZE	No
1.2.1.9	PF02800	0.0002844356	BRONZE	No
2.3.1.122	PF00364	0.000093855	SILVER	No
1.14.12.13	PF00175	0.000227495	BRONZE	No
1.14.12.13	PF00355	0.0394973333	BRONZE	No
1.14.12.13	PF00970	0.0002662944	BRONZE	No
1.14.12.13	PF00111	0.0002886756	BRONZE	No
2.3.1.128	PF12697	1.78777777778E-005	SILVER	No
2.3.1.128	PF13725	0.0004998317	BRONZE	No
2.3.1.128	PF00109	2.03210555556E-005	SILVER	No
2.3.1.128	PF00975	0.0001632844	BRONZE	No
2.3.1.128	PF08351	0.0004081106	BRONZE	No
2.3.1.128	PF05127	0.0003871678	BRONZE	No
2.3.1.128	PF02817	1.93777777778E-005	SILVER	No
2.3.1.128	PF02779	1.53788333333E-005	SILVER	No
2.3.1.128	PF00814	0.0008246778	SILVER	No
2.3.1.128	PF00550	0.0001056433	BRONZE	No
2.3.1.128	PF08659	5.07066666667E-005	SILVER	No
2.3.1.128	PF00155	2.05105E-005	SILVER	No
2.3.1.128	PF13718	0.0003871678	BRONZE	No
2.3.1.128	PF00795	2.17695555556E-005	SILVER	No
2.3.1.128	PF00989	2.66411111111E-005	SILVER	No
2.3.1.128	PF13673	0.0087998889	SILVER	No
2.3.1.128	PF02801	2.08837777778E-005	SILVER	No
2.3.1.128	PF00668	0.0001184839	BRONZE	No
2.3.1.128	PF00364	1.40283888889E-005	SILVER	No
2.3.1.128	PF07085	6.85494444444E-005	SILVER	No
2.3.1.128	PF00698	3.71693333333E-005	SILVER	No
2.3.1.128	PF00198	1.80695E-005	SILVER	No
2.3.1.128	PF07653	0.0001714406	SILVER	No
2.3.1.128	PF13508	0.0044179278	SILVER	No
2.3.1.128	PF12464	4.15805E-005	SILVER	No
2.3.1.128	PF08445	0.0113402222	BRONZE	No
2.3.1.128	PF00501	4.48748888889E-005	BRONZE	No
2.3.1.129	PF02803	3.07945555556E-005	BRONZE	No
2.3.1.129	PF03099	2.64415E-005	BRONZE	No
2.3.1.129	PF00108	4.63076111111E-005	BRONZE	No
2.3.1.129	PF00483	0.000130325	BRONZE	No
2.3.1.129	PF13302	4.60569444444E-005	BRONZE	No
2.3.1.129	PF02779	3.71156111111E-005	SILVER	No
2.3.1.129	PF08502	0.0001039297	SILVER	No
2.3.1.129	PF08240	0.000017713	SILVER	No
2.3.1.129	PF01553	6.29827777778E-005	BRONZE	No
2.3.1.129	PF12804	0.0001974627	BRONZE	No
2.3.1.129	PF00989	1.60740555556E-005	SILVER	No
2.3.1.129	PF00364	3.38563888889E-005	BRONZE	No
2.3.1.129	PF00676	0.000025077	SILVER	No
2.3.1.129	PF00696	2.43843333333E-005	BRONZE	No
2.3.1.129	PF04613	0.0010749778	SILVER	No
2.3.1.129	PF03279	0.00060315	BRONZE	No
2.3.1.129	PF01515	4.92677222222E-005	BRONZE	No
2.3.1.129	PF00583	2.91431111111E-005	BRONZE	No
2.3.1.129	PF00501	9.62704444444E-005	BRONZE	No
2.4.1.278	PF00201	0.0018966333	BRONZE	No
2.4.1.278	PF03033	0.0350468111	BRONZE	No
1.3.99.17	PF01799	0.0042484389	BRONZE	No
1.3.99.17	PF02738	0.0041408667	BRONZE	No
1.3.99.17	PF00111	0.0026545444	BRONZE	No
1.3.99.10	PF12806	0.0014958056	SILVER	No
1.3.99.10	PF02771	0.0182935	SILVER	No
1.3.99.10	PF02770	0.0187141667	SILVER	No
1.3.99.10	PF08028	0.0007249167	BRONZE	No
1.3.99.10	PF12418	0.0013739611	SILVER	No
1.3.99.10	PF00441	0.0185521667	SILVER	No
1.3.99.10	PF01494	0.000089045	SILVER	No
3.4.22.29	PF00851	0.0121813333	SILVER	No
3.4.22.29	PF12387	0.0392837222	SILVER	No
3.4.22.29	PF05550	0.0392837222	SILVER	No
3.4.22.29	PF05578	0.0392837222	SILVER	No
3.4.22.29	PF00767	0.0137184444	SILVER	No
3.4.22.29	PF07652	0.0097601111	SILVER	No
3.4.22.29	PF00998	0.0118445	SILVER	No
3.4.22.29	PF00915	0.0277777778	SILVER	No
3.4.22.29	PF03510	0.0207043333	SILVER	No
3.4.22.29	PF00863	0.0155282222	SILVER	No
3.4.22.29	PF00270	0.0024168278	SILVER	No
3.4.22.29	PF00271	0.0044914	SILVER	No
3.4.22.29	PF11889	0.0392837222	SILVER	No
3.4.22.29	PF08440	0.0160375	SILVER	No
1.2.1.3	PF00389	2.89566111111E-005	BRONZE	No
3.5.1.9	PF12697	0.0071996667	SILVER	No
3.5.1.9	PF07687	5.22162777778E-005	SILVER	No
3.5.1.9	PF01546	4.92389444444E-005	SILVER	No
3.5.1.9	PF00850	0.0003000022	SILVER	No
3.1.13.5	PF00575	0.000075437	SILVER	No
3.5.1.2	PF01520	5.52112777778E-005	BRONZE	No
3.5.1.2	PF04734	0.0005596278	BRONZE	No
3.5.1.2	PF01327	0.0001589507	SILVER	No
3.5.1.2	PF01979	6.25826666667E-005	SILVER	No
3.5.1.2	PF07687	9.45326666667E-005	SILVER	No
3.5.1.2	PF01546	9.37863333333E-005	SILVER	No
3.5.1.2	PF00551	0.0001168853	SILVER	No
3.5.1.2	PF12796	0.0357869756	BRONZE	No
1.14.18.1	PF12142	0.0104685556	SILVER	No
1.14.18.1	PF12143	0.0084137778	SILVER	No
3.5.1.6	PF07687	0.0033939778	SILVER	No
3.5.1.6	PF01546	0.0257385222	SILVER	No
3.5.1.6	PF01979	8.08838888889E-005	SILVER	No
3.5.1.6	PF07969	0.0001112228	SILVER	No
3.5.1.6	PF00850	0.00029545	SILVER	No
3.5.1.6	PF04199	0.0003796456	SILVER	No
3.5.1.4	PF01804	0.0001124761	BRONZE	No
3.5.1.4	PF07687	4.12841666667E-005	SILVER	No
3.5.1.4	PF01546	3.89301666667E-005	SILVER	No
3.5.1.4	PF08239	5.50103333333E-005	BRONZE	No
3.5.1.4	PF05257	0.0003354417	BRONZE	No
3.5.1.4	PF06089	0.000090105	SILVER	No
3.5.1.4	PF00710	4.81317222222E-005	SILVER	No
3.5.1.4	PF01471	9.92205555556E-005	BRONZE	No
3.5.1.4	PF01476	0.0001382478	BRONZE	No
3.5.1.4	PF00857	8.15255555556E-005	BRONZE	No
3.5.1.4	PF01832	0.0024728389	SILVER	No
3.5.1.4	PF14113	0.01283	SILVER	No
3.5.1.4	PF01510	0.00013269	BRONZE	No
3.5.1.5	PF07908	0.0001997806	BRONZE	No
3.5.1.5	PF01842	8.08023333333E-005	SILVER	No
3.5.1.5	PF04952	0.0001267007	SILVER	No
3.5.1.5	PF07969	0.0072444367	BRONZE	No
3.5.1.5	PF00551	7.09243333333E-005	SILVER	No
3.5.1.5	PF07977	0.0001376303	SILVER	No
3.5.1.5	PF12796	0.000117425	SILVER	No
2.1.1.255	PF08241	0.0284993889	BRONZE	No
2.1.1.257	PF02926	0.0056280556	SILVER	No
4.2.1.19	PF00330	0.000054505	SILVER	No
4.2.1.19	PF13278	0.0057497	BRONZE	No
4.2.1.19	PF01329	0.000146611	SILVER	No
4.2.1.19	PF02621	0.000201899	SILVER	No
4.2.1.19	PF00484	8.19796666667E-005	SILVER	No
4.2.1.19	PF07977	0.0011734389	SILVER	No
4.2.1.19	PF01842	0.000111065	SILVER	No
4.2.1.19	PF01220	8.82586666667E-005	SILVER	No
4.2.1.19	PF01380	0.000063302	SILVER	No
4.2.1.19	PF13580	0.0001084653	SILVER	No
4.2.1.19	PF00701	6.86583333333E-005	SILVER	No
4.2.1.19	PF03853	0.0002179413	SILVER	No
4.2.1.19	PF00571	6.67893333333E-005	SILVER	No
4.2.1.19	PF00206	0.0010540222	SILVER	No
4.2.1.19	PF08501	8.08213333333E-005	SILVER	No
4.2.1.19	PF01488	0.0001275977	SILVER	No
4.2.1.19	PF00275	0.0008382222	SILVER	No
4.2.1.19	PF00920	0.0001606617	SILVER	No
4.2.1.19	PF00291	4.20696666667E-005	SILVER	No
4.3.1.16	PF00291	0.0261742167	BRONZE	No
2.4.1.315	PF00534	0.0340760222	BRONZE	No
2.4.1.316	PF03033	0.0231280556	BRONZE	No
2.4.1.317	PF03033	0.0231280556	BRONZE	No
2.4.1.310	PF03033	0.0301836111	BRONZE	No
2.4.1.311	PF04101	0.020286	SILVER	No
2.4.1.311	PF03033	0.0389047778	BRONZE	No
6.3.4.18	PF04095	0.0001429773	SILVER	No
6.3.4.18	PF02844	6.47983333333E-005	SILVER	No
6.3.4.18	PF02843	0.000064782	SILVER	No
6.3.4.18	PF01268	0.0001899253	SILVER	No
6.3.4.18	PF00117	0.0001129057	SILVER	No
6.3.4.18	PF02785	0.000109024	SILVER	No
6.3.4.18	PF02786	7.81726666667E-005	SILVER	No
6.3.4.18	PF01071	0.000064771	SILVER	No
6.3.4.18	PF00364	0.0005040067	SILVER	No
6.3.4.18	PF00289	7.81726666667E-005	SILVER	No
6.3.4.18	PF03099	0.0003014717	SILVER	No
6.3.4.18	PF06508	0.0001708707	SILVER	No
6.3.4.18	PF00551	0.0004210233	SILVER	No
6.3.4.18	PF00709	6.14153333333E-005	SILVER	No
6.3.4.19	PF04095	0.0001237673	SILVER	No
6.3.4.19	PF02844	5.60923333333E-005	SILVER	No
6.3.4.19	PF02843	0.000056078	SILVER	No
6.3.4.19	PF00117	9.77356666667E-005	SILVER	No
6.3.4.19	PF02786	6.76696666667E-005	SILVER	No
6.3.4.19	PF01071	5.60683333333E-005	SILVER	No
6.3.4.19	PF00364	0.000163608	SILVER	No
6.3.4.19	PF00289	6.76696666667E-005	SILVER	No
6.3.4.19	PF06508	0.0001479127	SILVER	No
6.3.4.16	PF02785	0.0002312056	BRONZE	No
6.3.4.16	PF00364	9.00222222222E-005	BRONZE	No
6.3.4.16	PF00764	0.0020874167	SILVER	No
6.3.4.16	PF00117	0.0342820333	SILVER	No
6.3.4.14	PF03099	2.18326666667E-005	BRONZE	No
6.3.4.14	PF02626	0.0001441	BRONZE	No
6.3.4.14	PF00551	3.09953888889E-005	SILVER	No
6.3.4.14	PF02682	0.0001601806	BRONZE	No
6.3.4.15	PF01729	2.84667777778E-005	SILVER	No
6.3.4.15	PF02785	2.30103888889E-005	BRONZE	No
6.3.4.15	PF02786	1.60975E-005	BRONZE	No
6.3.4.15	PF01039	6.59383333333E-005	BRONZE	No
6.3.4.15	PF00364	3.58373333333E-005	BRONZE	No
6.3.4.15	PF00289	1.61843333333E-005	BRONZE	No
2.4.1.318	PF03033	0.0231280556	BRONZE	No
6.3.4.13	PF02785	0.0004080883	BRONZE	No
6.3.4.13	PF02786	0.0002854883	BRONZE	No
6.3.4.13	PF02222	6.48276666667E-005	SILVER	No
6.3.4.13	PF06508	7.48453333333E-005	SILVER	No
6.3.4.13	PF00551	0.0246122049	BRONZE	No
6.3.4.13	PF00364	0.0003729789	BRONZE	No
6.3.4.13	PF00289	0.0002870283	BRONZE	No
6.3.4.13	PF01171	5.60043333333E-005	SILVER	No
6.3.4.10	PF01039	0.0003703706	SILVER	No
3.1.2.28	PF13279	0.0027436944	BRONZE	No
4.2.1.10	PF00330	0.000125407	SILVER	No
4.2.1.10	PF01817	0.0063222889	BRONZE	No
4.2.1.10	PF10415	5.80676666667E-005	SILVER	No
4.2.1.10	PF01842	8.51806666667E-005	SILVER	No
4.2.1.10	PF01380	0.000048549	SILVER	No
4.2.1.10	PF13580	0.000083187	SILVER	No
4.2.1.10	PF00475	0.000076052	SILVER	No
4.2.1.10	PF00206	6.76516666667E-005	SILVER	No
4.2.1.10	PF01370	8.40666666667E-005	SILVER	No
4.2.1.10	PF00698	0.0001192137	SILVER	No
4.2.1.10	PF00920	0.0002464373	SILVER	No
4.2.1.10	PF01261	5.24333333333E-005	SILVER	No
4.2.1.10	PF07977	0.000072544	SILVER	No
4.2.1.10	PF00291	0.000032265	SILVER	No
4.2.1.11	PF00330	3.96723333333E-005	SILVER	No
4.2.1.11	PF01817	0.000170145	SILVER	No
4.2.1.11	PF01842	4.04203333333E-005	SILVER	No
4.2.1.11	PF00490	0.000058671	SILVER	No
4.2.1.11	PF01380	4.60756666667E-005	SILVER	No
4.2.1.11	PF01761	0.0009672056	SILVER	No
4.2.1.11	PF00701	0.000049974	SILVER	No
4.2.1.11	PF02746	0.0008535889	SILVER	No
4.2.1.11	PF00571	4.86136666667E-005	SILVER	No
4.2.1.11	PF00206	3.21023333333E-005	SILVER	No
4.2.1.11	PF01370	3.98916666667E-005	SILVER	No
4.2.1.11	PF00698	5.65696666667E-005	SILVER	No
4.2.1.11	PF01188	0.0026276778	BRONZE	No
4.2.1.11	PF01175	0.000081144	SILVER	No
4.2.1.11	PF00920	5.84703333333E-005	SILVER	No
4.2.1.11	PF00291	0.0008691322	SILVER	No
1.5.1.41	PF03358	0.0032520333	SILVER	No
1.5.1.41	PF01613	0.0099191111	SILVER	No
1.5.1.42	PF03358	0.0070123694	BRONZE	No
1.5.1.42	PF00881	0.0002166472	BRONZE	No
4.2.1.12	PF01380	3.96735555556E-005	SILVER	No
4.2.1.12	PF01557	3.24664444444E-005	SILVER	No
4.2.1.12	PF00571	3.35744444444E-005	SILVER	No
4.2.1.12	PF02746	4.26262777778E-005	SILVER	No
4.2.1.12	PF01188	4.45274444444E-005	SILVER	No
4.2.1.12	PF00291	1.68437222222E-005	SILVER	No
3.6.4.1	PF00063	0.0373882778	SILVER	No
6.3.2.17	PF13193	3.04342222222E-005	SILVER	No
6.3.2.17	PF00501	3.93010555556E-005	SILVER	No
3.6.1.18	PF00293	0.0374519778	BRONZE	No
4.2.1.52	PF00701	0.0379825556	SILVER	No
3.6.4.8	PF00004	0.0071966667	SILVER	No
3.6.1.16	PF12850	0.0317083333	BRONZE	No
3.6.1.15	PF08482	0.0004550239	BRONZE	No
3.6.1.15	PF00063	0.00055635	BRONZE	No
3.6.1.15	PF01931	0.0005835056	BRONZE	No
3.6.1.15	PF00437	0.006525	SILVER	No
3.6.1.15	PF12002	0.0021997833	SILVER	No
3.6.1.15	PF06079	0.0001582244	BRONZE	No
3.6.1.15	PF10431	0.0040854111	SILVER	No
3.6.1.15	PF00158	0.0132891667	SILVER	No
3.6.1.15	PF00270	0.0088626889	SILVER	No
3.6.1.15	PF03796	0.0005077478	SILVER	No
3.6.1.15	PF02954	0.0116735556	SILVER	No
3.6.1.15	PF00149	4.34797222222E-005	BRONZE	No
3.6.1.15	PF07724	0.0042952944	SILVER	No
3.6.1.15	PF01725	0.0054002556	SILVER	No
3.6.1.15	PF04408	0.0036533111	SILVER	No
3.6.1.15	PF02541	3.52250555556E-005	SILVER	No
3.6.1.15	PF00005	0.006906	SILVER	No
3.6.1.15	PF00004	0.0046514333	SILVER	No
3.6.1.15	PF11602	0.0368430944	BRONZE	No
3.6.1.15	PF01150	0.03491865	SILVER	No
3.6.1.15	PF01926	0.000140695	BRONZE	No
3.6.1.15	PF00772	0.0005125817	SILVER	No
3.6.1.15	PF02872	5.63305555556E-005	BRONZE	No
3.6.1.15	PF00293	4.93856666667E-005	BRONZE	No
6.3.2.19	PF12796	0.0010322667	SILVER	No
6.3.2.19	PF08941	0.0057017333	BRONZE	No
6.3.2.19	PF08746	0.0009763111	BRONZE	No
6.3.2.19	PF02891	0.0013807167	BRONZE	No
6.3.2.19	PF12483	0.0019526278	SILVER	No
6.3.2.19	PF00628	0.0006328278	SILVER	No
6.3.2.19	PF00627	0.0339221944	SILVER	No
6.3.2.19	PF00622	0.0267181278	BRONZE	No
6.3.2.19	PF07738	0.0009763111	BRONZE	No
6.3.2.19	PF12148	0.0023914667	SILVER	No
6.3.2.19	PF03256	0.0013807167	BRONZE	No
6.3.2.19	PF00439	0.0004060928	BRONZE	No
6.3.2.19	PF00240	0.0050459278	BRONZE	No
6.3.2.19	PF04641	0.0002609306	BRONZE	No
6.3.2.19	PF02037	0.00112735	BRONZE	No
6.3.2.19	PF00632	0.0161118889	SILVER	No
6.3.2.19	PF11547	0.0019526278	SILVER	No
6.3.2.19	PF00630	0.0024978056	SILVER	No
6.3.2.19	PF02134	0.0125999889	SILVER	No
6.3.2.19	PF10408	0.0045953	SILVER	No
6.3.2.19	PF07574	0.0013807167	BRONZE	No
6.3.2.19	PF07576	0.0041421444	SILVER	No
6.3.2.19	PF08647	0.0019526278	SILVER	No
6.3.2.19	PF02225	0.0003294661	BRONZE	No
6.3.2.19	PF05495	0.0007971556	BRONZE	No
6.3.2.19	PF00498	0.000094605	BRONZE	No
6.3.2.19	PF12468	0.0010578667	BRONZE	No
6.3.2.19	PF00899	0.0101428722	BRONZE	No
6.3.2.19	PF09358	0.0140301111	SILVER	No
6.3.2.19	PF02207	0.0104729889	SILVER	No
6.3.2.19	PF02825	0.0057246111	SILVER	No
6.3.2.19	PF14604	0.0001088156	BRONZE	No
6.3.2.19	PF00643	0.0039168556	SILVER	No
6.3.2.19	PF00642	0.0006719444	BRONZE	No
6.3.2.19	PF08005	0.0015943111	BRONZE	No
6.3.2.19	PF02845	0.0024699	SILVER	No
6.3.2.19	PF14377	0.0069035556	SILVER	No
6.3.2.19	PF07177	0.0013807167	BRONZE	No
6.3.2.19	PF13705	0.0013807167	BRONZE	No
6.3.2.19	PF00917	0.0019928889	SILVER	No
6.3.2.19	PF00097	0.0076312222	BRONZE	No
6.3.2.19	PF00658	0.00123495	BRONZE	No
6.3.2.19	PF12356	0.0030873722	SILVER	No
6.3.2.19	PF00397	0.0013339	SILVER	No
6.3.2.19	PF00653	0.0031311667	SILVER	No
6.3.2.19	PF06701	0.0031311667	SILVER	No
6.3.2.19	PF11515	0.0013807167	BRONZE	No
6.3.2.19	PF02262	0.0013807167	BRONZE	No
6.3.2.19	PF05773	0.0315133833	SILVER	No
6.3.2.19	PF13764	0.0027614278	SILVER	No
6.3.2.19	PF06012	0.0066274444	SILVER	No
6.3.2.19	PF02182	0.0009204778	SILVER	No
6.3.2.19	PF10585	0.0128117667	SILVER	No
6.3.2.19	PF02617	0.0029289389	SILVER	No
6.3.2.19	PF08825	0.0026093056	SILVER	No
6.3.2.19	PF06025	0.0060259444	SILVER	No
6.3.2.19	PF07002	0.0039857833	SILVER	No
6.3.2.19	PF01485	0.0073427833	BRONZE	No
6.3.2.19	PF14496	0.0069971111	SILVER	No
6.3.2.19	PF00569	0.0016910222	SILVER	No
6.3.2.19	PF09765	0.0083978111	SILVER	No
6.3.2.19	PF08606	0.0035872056	SILVER	No
6.3.2.19	PF02762	0.0019526278	SILVER	No
6.3.2.19	PF00168	0.0016694278	SILVER	No
6.3.2.19	PF02761	0.0019526278	SILVER	No
6.3.2.19	PF04564	0.0354589444	BRONZE	No
6.3.2.19	PF09379	0.000089125	BRONZE	No
6.3.2.19	PF12906	0.0081803889	SILVER	No
6.3.2.19	PF14732	0.0031311667	SILVER	No
6.3.2.19	PF13639	0.0221682778	SILVER	No
6.3.2.19	PF14634	0.0007971556	BRONZE	No
3.6.1.13	PF12850	0.0126974478	BRONZE	No
3.6.1.13	PF02954	0.00010311	SILVER	No
3.6.1.13	PF00005	9.05055555556E-006	SILVER	No
3.6.1.13	PF05026	0.0010023444	BRONZE	No
3.6.1.13	PF00158	8.15694444444E-005	SILVER	No
3.6.1.13	PF00149	0.0394844756	BRONZE	No
4.2.3.67	PF01397	0.0395816667	BRONZE	No
4.2.3.67	PF03936	0.0367121667	BRONZE	No
3.1.4.1	PF03372	7.90533333333E-005	SILVER	No
3.1.4.1	PF00233	0.0002996878	BRONZE	No
3.1.4.1	PF13426	5.07852222222E-005	SILVER	No
3.1.4.1	PF09423	0.0088151667	SILVER	No
3.1.4.1	PF01590	0.0021896222	BRONZE	No
3.1.4.1	PF03009	0.0019055389	BRONZE	No
3.1.4.1	PF01966	0.0019876167	BRONZE	No
3.8.1.5	PF00378	2.94506111111E-005	BRONZE	No
3.8.1.5	PF00561	0.0150309217	BRONZE	No
4.2.1.17	PF08501	1.77677222222E-005	SILVER	No
4.2.1.17	PF02746	1.61805555556E-005	SILVER	No
4.2.1.17	PF00698	7.38338888889E-005	SILVER	No
4.2.1.17	PF00596	2.87739444444E-005	BRONZE	No
4.2.1.17	PF04295	1.78287222222E-005	SILVER	No
4.2.1.17	PF07977	2.00892222222E-005	BRONZE	No
4.2.1.17	PF00800	1.45633333333E-005	SILVER	No
4.2.1.17	PF14765	0.000059055	SILVER	No
4.2.1.17	PF02602	1.29864444444E-005	SILVER	No
4.2.1.17	PF08666	1.58905555556E-005	SILVER	No
4.2.1.17	PF00571	1.27445555556E-005	SILVER	No
4.2.1.17	PF00206	1.29805E-005	SILVER	No
4.2.1.17	PF01188	1.69022222222E-005	SILVER	No
4.2.1.17	PF04387	0.0001686317	BRONZE	No
4.2.1.17	PF00920	1.17667222222E-005	SILVER	No
4.2.1.17	PF01575	0.0135826833	BRONZE	No
4.2.1.17	PF01842	9.92744444444E-006	BRONZE	No
4.2.1.17	PF01488	2.52462222222E-005	SILVER	No
4.2.1.17	PF01370	1.41598888889E-005	SILVER	No
4.2.1.17	PF02979	4.37654444444E-005	SILVER	No
4.2.1.17	PF05681	3.20671666667E-005	SILVER	No
4.2.1.17	PF05683	1.76698888889E-005	SILVER	No
4.2.1.17	PF00291	1.91811666667E-005	SILVER	No
4.2.3.69	PF01397	0.0395816667	BRONZE	No
4.2.3.69	PF03936	0.0367121667	BRONZE	No
4.2.3.68	PF01397	0.0395816667	BRONZE	No
4.2.3.68	PF03936	0.0367121667	BRONZE	No
3.1.2.1	PF14765	0.0001756261	SILVER	No
3.1.2.1	PF02801	6.16855555556E-005	SILVER	No
3.1.2.1	PF00109	6.00233333333E-005	SILVER	No
3.1.2.1	PF00550	7.80105555556E-005	SILVER	No
1.14.13.39	PF01613	0.0003059717	BRONZE	No
1.14.13.39	PF00970	0.0002291344	BRONZE	No
3.5.1.77	PF12697	7.91672222222E-005	SILVER	No
1.14.13.37	PF00067	0.0236032778	BRONZE	No
1.14.13.36	PF00067	0.0023441667	SILVER	No
1.14.13.31	PF01494	0.0012306222	BRONZE	No
1.14.13.33	PF01494	0.0012306222	BRONZE	No
1.14.13.32	PF00067	0.0343615556	BRONZE	No
2.4.1.29	PF00905	0.0008508833	BRONZE	No
2.4.1.29	PF00912	0.0013867222	BRONZE	No
6.2.1.44	PF13193	0.0303986667	BRONZE	No
6.2.1.44	PF00501	0.0267601667	BRONZE	No
2.4.1.21	PF00128	0.0004555096	BRONZE	No
2.4.1.21	PF03423	0.0311555778	BRONZE	No
2.4.1.21	PF04101	8.12313333333E-005	SILVER	No
2.4.1.21	PF13579	0.0164487722	BRONZE	No
2.4.1.21	PF00343	0.000082327	SILVER	No
2.4.1.21	PF02806	0.0005079604	BRONZE	No
2.4.1.21	PF02922	0.0005752987	SILVER	No
2.4.1.21	PF00535	0.0001245983	BRONZE	No
2.4.1.21	PF03033	8.21223333333E-005	SILVER	No
2.4.1.21	PF13477	0.0018744056	SILVER	No
2.4.1.21	PF02684	0.0001351483	SILVER	No
2.4.1.21	PF05693	0.0002527867	BRONZE	No
2.4.1.21	PF05691	0.0003244206	SILVER	No
2.4.1.21	PF13439	0.0026982944	SILVER	No
2.4.1.20	PF04685	0.00118905	BRONZE	No
2.4.1.20	PF02397	0.0001996039	SILVER	No
2.4.1.22	PF00535	0.0011292667	BRONZE	No
2.4.1.25	PF13579	0.0019719978	BRONZE	No
2.4.1.25	PF00534	0.0006922722	BRONZE	No
2.4.1.25	PF00343	0.0001235511	BRONZE	No
2.4.1.25	PF03033	7.67693333333E-005	SILVER	No
2.4.1.25	PF00128	0.0198424556	BRONZE	No
2.4.1.25	PF02806	0.0020359433	SILVER	No
2.4.1.25	PF08323	0.0001656128	BRONZE	No
2.4.1.25	PF00652	0.0003588633	SILVER	No
2.4.1.25	PF02922	0.0033932711	BRONZE	No
2.4.1.25	PF04685	0.0004793728	BRONZE	No
2.4.1.25	PF04101	7.59366666667E-005	SILVER	No
2.1.1.109	PF08100	0.00253575	BRONZE	No
1.14.13.175	PF00067	0.0333801111	SILVER	No
4.2.3.22	PF01397	0.0279885	BRONZE	No
4.2.3.21	PF01397	0.0395816667	BRONZE	No
3.4.24.56	PF08367	0.0022586556	BRONZE	No
3.6.3.28	PF00006	5.46943333333E-005	SILVER	No
3.6.3.28	PF02386	6.52794444444E-005	SILVER	No
3.6.3.28	PF08352	0.0002018039	BRONZE	No
3.6.3.28	PF00528	0.0004073556	BRONZE	No
3.6.3.28	PF08402	0.0001450311	SILVER	No
3.6.3.28	PF00306	5.51086666667E-005	SILVER	No
3.6.3.28	PF09383	0.0003538644	BRONZE	No
3.6.3.28	PF02653	3.87341111111E-005	BRONZE	No
3.6.3.28	PF12704	0.0011105056	SILVER	No
3.6.3.28	PF13473	9.35516666667E-005	SILVER	No
3.6.3.28	PF02687	0.0024707222	SILVER	No
3.6.3.28	PF02874	5.67923333333E-005	SILVER	No
3.6.3.28	PF02361	0.0001503633	BRONZE	No
3.6.3.28	PF01061	0.007678	SILVER	No
3.6.3.29	PF12857	0.0002652883	SILVER	No
3.6.3.29	PF08352	0.0004690239	SILVER	No
3.6.3.29	PF00528	0.0021302056	SILVER	No
3.6.3.29	PF08402	0.000098065	BRONZE	No
3.6.3.29	PF00664	0.0005022083	SILVER	No
3.6.3.29	PF02361	0.0002621011	BRONZE	No
3.6.3.29	PF01061	0.0018874389	SILVER	No
1.11.1.8	PF07679	0.0008946056	BRONZE	No
1.11.1.8	PF00093	0.0092592778	BRONZE	No
1.11.1.8	PF01569	0.0154083333	SILVER	No
1.11.1.9	PF00578	0.0390807389	BRONZE	No
2.3.1.51	PF08502	8.60243333333E-005	SILVER	No
2.3.1.51	PF08503	0.0001395411	SILVER	No
2.3.1.51	PF00696	0.0001631053	SILVER	No
2.3.1.51	PF13302	4.74534444444E-005	BRONZE	No
2.3.1.51	PF02803	4.75923888889E-005	SILVER	No
2.3.1.51	PF01228	3.52765E-005	SILVER	No
2.3.1.51	PF08240	1.82500555556E-005	SILVER	No
2.3.1.51	PF00155	0.0001446771	SILVER	No
2.3.1.51	PF00989	1.65614444444E-005	SILVER	No
2.3.1.51	PF03982	0.0005238294	BRONZE	No
2.3.1.51	PF02779	0.0001379268	SILVER	No
2.3.1.51	PF00583	0.0001293677	SILVER	No
2.3.1.51	PF00501	0.0005630461	BRONZE	No
2.3.1.51	PF12697	0.0345889806	BRONZE	No
2.3.1.51	PF01529	0.0001822623	SILVER	No
2.3.1.51	PF00108	4.77117222222E-005	SILVER	No
2.3.1.51	PF09029	0.0004369233	SILVER	No
2.3.1.51	PF13774	0.0058944	BRONZE	No
2.3.1.51	PF01853	0.000116841	SILVER	No
2.3.1.51	PF03062	0.03599405	SILVER	No
2.3.1.51	PF03099	0.0002061493	SILVER	No
2.3.1.51	PF00483	5.20426666667E-005	SILVER	No
2.3.1.51	PF00550	0.0009134694	BRONZE	No
2.3.1.51	PF13508	0.0006469933	SILVER	No
2.3.1.51	PF01151	0.0001998963	SILVER	No
2.3.1.51	PF00676	0.000119895	SILVER	No
2.3.1.51	PF02901	3.50513333333E-005	SILVER	No
2.3.1.51	PF00957	0.0041679667	BRONZE	No
